id,created_at,user_id,group_id,user_points,user_rank,group_name
90,2022-10-22 18:59:55.460402+00,f90838bb-456f-4c3c-b907-7262186b5707,ef47bec9-4799-4af8-b027-aed2487ecf39,0,,
91,2022-10-22 19:34:10.509538+00,0694f736-eecc-4451-8a2e-21509473445b,ef47bec9-4799-4af8-b027-aed2487ecf39,0,,
92,2022-10-22 20:00:44.015773+00,b2a6aced-ad78-4786-bf7d-f155752f6cbb,ef47bec9-4799-4af8-b027-aed2487ecf39,0,,
129,2022-10-26 16:23:09.918146+00,cd1b846b-49f9-458a-a9bd-f95e334ad472,ef47bec9-4799-4af8-b027-aed2487ecf39,0,,
233,2022-10-31 22:56:50.609352+00,083219a7-e563-46bc-8841-525b3ee7683f,ef47bec9-4799-4af8-b027-aed2487ecf39,0,,
737,2022-11-12 20:36:41.609816+00,aa9fb5f4-c884-4730-b157-0671185a069a,ef47bec9-4799-4af8-b027-aed2487ecf39,0,,
1406,2022-11-17 16:44:22.522552+00,d33b502b-f09d-44d4-b59b-a2cc594cd416,ef47bec9-4799-4af8-b027-aed2487ecf39,0,,
